raw_specialty,processed_specialties,is_junk,specialty_count
Dept of Orthotics and Prosthetics,of orthotics prosthetics,False,1
OrthoticsandProsthetics,orthoticsandprosthetics,False,1
IP,,True,0
PainManagement,,True,0
Psychiatry dept,psychiatry,False,1
General Practice Practice,general practice practice,False,1
OPTICIAN,optician,False,1
GeriatricMedicine,geriatricmedicineicine,False,1
taxi,taxi,False,1
NATUROPATHIC PHYSICIAN,,True,0
HospiceandPalliativeCare,hospiceandpalliativecare,False,1
Dept of Nuclear Medicine,of nuclear medicineicine,False,1
Anesthesiology,anesthesiology,False,1
Pediatric Dentistry Unit,pediatric dentistry,False,1
Radiology Services,radiology services,False,1
Pharmacy Unit,pharmacy,False,1
Dermatology CLINIC,dermatology,False,1
Urology Division,urology,False,1
Dr. Pharmacy,,True,0
Psych,psychiatry,False,1
Dept of Internal Medicine,,True,0
Emergency Medicine,emergency medicineicine,False,1
COMMUNITY HEALTH - CLINIC/CENTER Service,,True,0
Speech-Language-Pathologist,speech-language-pathologist,False,1
Urology,urology,False,1
TAXI Service,taxi,False,1
Behavioral Health Counselor Service,behavioral health counselor,False,1
Dr. Pain Management,,True,0
Dr. Emergency Medical Technician,,True,0
Behavioral Health Counselor,behavioral health counselor,False,1
Endocrinology Practice,endocrinology practice,False,1
Psychiatry Services,psychiatry services,False,1
psychiatry,psychiatry,False,1
Clinical Laboratory,clinical laboratory,False,1
Radiology Program,radiology,False,1
COMMUNITY HEALTH - CLINIC/CENTER Service,,True,0
Radiology Mobile Clinic/Center,radiology mobile,False,1
Neurology Division,neurology,False,1
Dr. Orthopedic Surgery,,True,0
0PTICIAN,0ptician,False,1
Speech-Language Pathologist CLINIC,speech-language pathologist,False,1
Pharmacy Services,pharmacy services,False,1
NATUROPATHIC PHYSICIAN,,True,0
Ophthalmology,ophthalmology,False,1
NEUROPSYCHIATRY,neuropsychiatry,False,1
Nuclear Medicine Unit,nuclear medicineicine,False,1
Pediatric Optometrist,pediatric optometrist,False,1
Urology,urology,False,1
Internal Medicine,,True,0
Ir,,True,0
Emergency Medicine - USA,emergency medicineicine - usa,False,1
Occupational Therapist,,True,0
general practice,general practice,False,1
Medical-Genetics,medicineical-genetics,False,1
Sports Medicine - USA,sports medicineicine - usa,False,1
Sports Medicine Division,sports medicineicine,False,1
Audi,audi,False,1
Neurops,neurops,False,1
Dr. Cardiology,,True,0
Adult Health Nurse Practitioner Center,adult health nurse practitioner,False,1
COMMUNITY HEALTH - CLINIC/CENTER Service,,True,0
Orthopedic Surgery dept,orthopedicedic surgeryery,False,1
DERMATOLOGY,dermatology,False,1
Emergency Medical Technician dept,emergency medicineical technician,False,1
Geriatric Medicine dept,geriatric medicineicine,False,1
Neurology - USA,neurology - usa,False,1
RADIOLOGYMOBILECLINIC/CENTER,radiologymobileclinic,False,1
Radiation Oncology,radiation oncology,False,1
Dermatology,dermatology,False,1
Emergency Medicine,emergency medicineicine,False,1
OB/GYN CLINIC,obstetrics gynecology,False,1
Urology Program,urology,False,1
Pathology dept,pathology,False,1
PHYSICAL MEDICINE & REHAB Program,physical medicineicine rehab,False,1
Emergency Medical Technician dept,emergency medicineical technician,False,1
PEDIATRICS,pediatrics,False,1
UROLOGY,urology,False,1
PublicHealth,publichealth,False,1
COMMUNITY HEALTH - CLINIC/CENTER,,True,0
OPTICIAN dept,optician,False,1
Dept of Family Medicine,of family medicineicine,False,1
INFECTIOUS DISEASE,infectious disease,False,1
Sleep Medicine,sleep medicineicine,False,1
Dept of MARRIAGE & FAMILY THERAPIST,of marriage family therapist,False,1
Nephr,nephr,False,1
Adult-Health-Nurse-Practitioner,adult-health-nurse-practitioner,False,1
Emergency Medical Technician hospital,emergency medicineical technician,False,1
Dr. Cardiothoracic Surgery,,True,0
Orthotics and Prosthetics Division,orthotics prosthetics,False,1
Medical Genetics,medicineical genetics,False,1
Surgical Oncology Service,surgeryical oncology,False,1
Speech-Language Pathologist Unit,speech-language pathologist,False,1
Ophthalmology hospital,ophthalmology,False,1
Hospice and Palliative Care,hospice palliative care,False,1
Dermatology,dermatology,False,1
Behavioral-Health-Counselor,behavioral-health-counselor,False,1
Nephrology,nephrology,False,1
Dr. Audiology,,True,0
Chiropractic hospital,chiropractic,False,1
Behavioral Health Counselor Unit,behavioral health counselor,False,1
Anesthesiology Services,anesthesiology services,False,1
Critical Care Medicine,critical care medicineicine,False,1
Speech-Language Pathologist Unit,speech-language pathologist,False,1
TAXI - USA,taxi - usa,False,1
Pediatric Dentistry Services,pediatric dentistry services,False,1
Audiology - USA,audiology - usa,False,1
IP Unit,,True,0
Critical Care Medicine Services,critical care medicineicine services,False,1
pathology,pathology,False,1
Dr. Cardiothoracic Surgery,,True,0
anesthesiology,anesthesiology,False,1
Nephrology Program,nephrology,False,1
Neuropsychiatry,neuropsychiatry,False,1
Dept of Dentistry,of dentistry,False,1
ENDOCRINOLOGY,endocrinology,False,1
oncology,oncology,False,1
Urology,urology,False,1
Pharmacy - USA,pharmacy - usa,False,1
Clinical Psychology CLINIC,clinical psychology,False,1
PEDIATRIC OPTOMETRIST Program,pediatric optometrist,False,1
Vascular Surgery - USA,vascular surgeryery - usa,False,1
Oncology hospital,oncology,False,1
Orthotics and Prosthetics,orthotics prosthetics,False,1
Dr. Naturopathic Physician,,True,0
vascular surgery,vascular surgeryery,False,1
PED1ATR1C OPTOMETR1ST,ped1atr1c optometr1st,False,1
Infectious Disease Unit,infectious disease,False,1
Dietitian,dietitian,False,1
Dr. COMMUNITY HEALTH - CLINIC/CENTER,,True,0
SURGICAL ONCOLOGY,surgeryical oncology,False,1
Gerontology - Nurse Practitioner - USA,gerontology - nurse practitioner - usa,False,1
Speech-Language Pathologist Services,speech-language pathologist services,False,1
Dept of Cardiothoracic Surgery,of cardiothoracic surgeryery,False,1
optician,optician,False,1
orthopedic surgery,orthopedicedic surgeryery,False,1
Adult Health Nurse Practitioner CLINIC,adult health nurse practitioner,False,1
Sports-Medicine,sports-medicineicine,False,1
Dermatology Center,dermatology,False,1
OB/GYN,obstetrics gynecology,False,1
Addiction Medicine,addiction medicineicine,False,1
Radiology Mobile Clinic/Center,radiology mobile,False,1
PEDIATRICS,pediatrics,False,1
Occupational Therapist Division,,True,0
Registered Nurse,registered nurse,False,1
Endocrinology,endocrinology,False,1
Public Health Service,public health,False,1
Neuropsychiatry,neuropsychiatry,False,1
Nephrology,nephrology,False,1
Oncology,oncology,False,1
Adult Health Nurse Practitioner Service,adult health nurse practitioner,False,1
DIETITIAN,dietitian,False,1
Radiation Oncology,radiation oncology,False,1
MARRIAGE & FAMILY THERAPIST Services,marriage family therapist services,False,1
Surgical Oncology,surgeryical oncology,False,1
Registered Nurse,registered nurse,False,1
Internal Med,,True,0
Sports Medicine,sports medicineicine,False,1
Adult Health Nurse Practitioner,adult health nurse practitioner,False,1
Speech-Language Pathologist,speech-language pathologist,False,1
PHYSICAL MEDICINE & REHAB Program,physical medicineicine rehab,False,1
Clinical Laboratory,clinical laboratory,False,1
speech-language pathologist,speech-language pathologist,False,1
taxi,taxi,False,1
IR,,True,0
Oncology Services,oncology services,False,1
Orthopedic Surgery Services,orthopedicedic surgeryery services,False,1
IR,,True,0
Gerontology - Nurse Practitioner Program,gerontology - nurse practitioner,False,1
Pediatric Dentistry,pediatric dentistry,False,1
TAXI,taxi,False,1
Public,public,False,1
PEDIATRICS Unit,pediatrics,False,1
Neuropsychiatry Services,neuropsychiatry services,False,1
RadiationOncology,radiationoncology,False,1
Cardiology,cardiology,False,1
Clinical Psychology dept,clinical psychology,False,1
Audiology,audiology,False,1
OPTI,opti,False,1
COMMUNITY HEALTH - CLINIC/CENTER Services,- services,False,1
Neuropsychiatry,neuropsychiatry,False,1
audiology,audiology,False,1
Community Health - Clinic/Center,,True,0
1nfectious Disease,1nfectious disease,False,1
Infectious Disease Service,infectious disease,False,1
General Practice Program,general practice,False,1
GERIATRIC MEDICINE,geriatric medicineicine,False,1
Clinical Laboratory Program,clinical laboratory,False,1
Gerontology - Nurse Practitioner,gerontology - nurse practitioner,False,1
NuclearMedicine,nuclearmedicineicine,False,1
Radiology hospital,radiology,False,1
Pharmacy,pharmacy,False,1
Public Health,public health,False,1
Emergency Medicine CLINIC,emergency medicineicine,False,1
Pediatric Dentistry Service,pediatric dentistry,False,1
emergency medical technician,emergency medicineical technician,False,1
Emergency-Medicine,emergency-medicineicine,False,1
Dietitian,dietitian,False,1
Emergency Medical Technician,emergency medicineical technician,False,1
PEDIATRICS,pediatrics,False,1
Reproductive Endocrinology Division,reproductive endocrinology,False,1
Taxi,taxi,False,1
TAXI CLINIC,taxi,False,1
Chiropractic,chiropractic,False,1
Neurology Unit,neurology,False,1
Naturopathic-Physician,,True,0
FREE STANDING (RURAL HEALTH CLINIC) Division,,True,0
Dr. Gerontology - Nurse Practitioner,,True,0
Audiology Program,audiology,False,1
Speech-LanguagePathologist,speech-languagepathologist,False,1
Registered Nurse Services,registered nurse services,False,1
Adult Health Nurse Practitioner Center,adult health nurse practitioner,False,1
Ophthalmology,ophthalmology,False,1
Emergency Medical Technician dept,emergency medicineical technician,False,1
Pain Management hospital,,True,0
Surgical Oncology Division,surgeryical oncology,False,1
Radiation Oncology Division,radiation oncology,False,1
Pathology dept,pathology,False,1
Audiology,audiology,False,1
Emergency,emergency,False,1
Medical ,medicineical,False,1
Radiology Services,radiology services,False,1
Pathology,pathology,False,1
Dr. Medical Genetics,,True,0
OPTICIAN,optician,False,1
Dermatology Practice,dermatology practice,False,1
Dr. OPTICIAN,,True,0
GERIATRIC MEDICINE,geriatric medicineicine,False,1
Family Medicine hospital,family medicineicine,False,1
PULMONARY MEDICINE,,True,0
Midwife,midwife,False,1
Dermatology,dermatology,False,1
Family Medicine Program,family medicineicine,False,1
Emergency Medical Technician CLINIC,emergency medicineical technician,False,1
Dept of Vascular Surgery,of vascular surgeryery,False,1
Anesthesiology Unit,anesthesiology,False,1
Geriatric Medicine Unit,geriatric medicineicine,False,1
CARDIOTHORACIC SURGERY,cardiothoracic surgeryery,False,1
OPTI,opti,False,1
Orthotics and Prosthetics hospital,orthotics prosthetics,False,1
FREE STANDING (RURAL HEALTH CLINIC) CLINIC,,True,0
Emergency Medical Technician Unit,emergency medicineical technician,False,1
Cardiothoracic Surgery Practice,cardiothoracic surgeryery practice,False,1
Endocrinology,endocrinology,False,1
MIDWIFE,midwife,False,1
Critical Care Medicine dept,critical care medicineicine,False,1
Neurops,neurops,False,1
Dept of Neuropsychiatry,of neuropsychiatry,False,1
IR,,True,0
Addiction Medicine Division,addiction medicineicine,False,1
Reproductive Endocrinology,reproductive endocrinology,False,1
Behavioral Health Counselor,behavioral health counselor,False,1
EMERGENCY MEDICAL TECHNICIAN,emergency medicineical technician,False,1
Pathology Division,pathology,False,1
Radiology CLINIC,radiology,False,1
Emergency Medicine dept,emergency medicineicine,False,1
Nuclear Medicine Unit,nuclear medicineicine,False,1
Emergency Medicine Division,emergency medicineicine,False,1
Vascular Surgery Division,vascular surgeryery,False,1
Neurology,neurology,False,1
IR,,True,0
Behavioral Health Counselor - USA,behavioral health counselor - usa,False,1
Naturopathic Physician,,True,0
PHYSICAL MEDICINE & REHAB Program,physical medicineicine rehab,False,1
PEDIATRICS,pediatrics,False,1
Surgical Oncology,surgeryical oncology,False,1
MARRIAGE & FAMILY THERAPIST hospital,marriage family therapist,False,1
DIETITIAN,dietitian,False,1
Registered Nurse hospital,registered nurse,False,1
Emergency Medi,emergency medicinei,False,1
Community Health - Clinic/Center,,True,0
Pediatric Dentistry Division,pediatric dentistry,False,1
OPTICIAN,optician,False,1
PULMONARY MEDICINE - USA,,True,0
PEDIA,pedia,False,1
Registered-Nurse,registered-nurse,False,1
Geriatric Medicine,geriatric medicineicine,False,1
Public Health Service,public health,False,1
Registered Nurse CLINIC,registered nurse,False,1
Dr. Geriatric Medicine,,True,0
PED1ATR1CS,ped1atr1cs,False,1
TAXI,taxi,False,1
Sports Medicine,sports medicineicine,False,1
Clinical Psychology Program,clinical psychology,False,1
Dr. Internal Medicine,,True,0
Cardiothoracic Surgery,cardiothoracic surgeryery,False,1
Nuclear Medicine CLINIC,nuclear medicineicine,False,1
Clinical Laboratory Program,clinical laboratory,False,1
Gerontology - Nurse Practitioner hospital,gerontology - nurse practitioner,False,1
OB/GYN Services,obstetrics gynecology services,False,1
Dept of Registered Nurse,of registered nurse,False,1
Behavioral Health Counselor,behavioral health counselor,False,1
Emergency Medicine Unit,emergency medicineicine,False,1
Family ,family,False,1
PULMONARY MEDICINE - USA,,True,0
Hospice and Palliative Care Unit,hospice palliative care,False,1
PEDIATRIC OPTOMETRIST Center,pediatric optometrist,False,1
sleep medicine,sleep medicineicine,False,1
Addiction Medicine,addiction medicineicine,False,1
Dept of Endocrinology,of endocrinology,False,1
Urology,urology,False,1
Radiology,radiology,False,1
Pharmacy Center,pharmacy,False,1
IR,,True,0
Chiropractic Center,chiropractic,False,1
Speech-Language Pathologist Service,speech-language pathologist,False,1
MARR1AGE & FAM1LY THERAP1ST,marr1age fam1ly therap1st,False,1
Cardiology,cardiology,False,1
Dept of IP,of ip,False,1
Audiology Services,audiology services,False,1
Gastroenterology dept,gastroenterology,False,1
Reproductive Endocrinology Services,reproductive endocrinology services,False,1
Ophthalmology Program,ophthalmology,False,1
Dr. Nuclear Medicine,,True,0
Emergency Medical Technician,emergency medicineical technician,False,1
SURGICAL ONCOLOGY,surgeryical oncology,False,1
Surgical 0ncology,surgeryical 0ncology,False,1
Audiology,audiology,False,1
Naturopathic Physician Service,,True,0
Midwife Services,midwife services,False,1
Cardiology,cardiology,False,1
Dept of Family Medicine,of family medicineicine,False,1
Addiction Medicine Practice,addiction medicineicine practice,False,1
family medicine,family medicineicine,False,1
Dr. Clinical Laboratory,,True,0
ophthalmology,ophthalmology,False,1
0PTICIAN,0ptician,False,1
Ophthalmology Center,ophthalmology,False,1
Anesthesiology Program,anesthesiology,False,1
Psychiatry Center,psychiatry,False,1
Speech-Language Pathologist - USA,speech-language pathologist - usa,False,1
Emergency Medical Technician,emergency medicineical technician,False,1
Endocr,endocr,False,1
Clinical ,clinical,False,1
ADULT HEALTH NURSE PRACTITIONER,adult health nurse practitioner,False,1
Orthopedic Surgery,orthopedicedic surgeryery,False,1
Gastroenterology hospital,gastroenterology,False,1
TAXI Center,taxi,False,1
Psychiatry Service,psychiatry,False,1
Radiology Services,radiology services,False,1
CARDIOTHORACIC SURGERY,cardiothoracic surgeryery,False,1
Clinical Laboratory,clinical laboratory,False,1
Path,path,False,1
TAXI Services,taxi services,False,1
RADIOLOGY MOBILE CLINIC/CENTER Division,radiology mobile,False,1
Sports Medicine,sports medicineicine,False,1
Adult Health Nurse Practitioner,adult health nurse practitioner,False,1
Internal,,True,0
Registered Nurse hospital,registered nurse,False,1
Pain Management hospital,,True,0
PHYSICAL MEDICINE & REHAB,physical medicineicine rehab,False,1
Medical Genetics Services,medicineical genetics services,False,1
Urology,urology,False,1
